1971,USA,CAN,BHS,CUB,HTI,DOM,JAM,TTO,BRB,DMA,GRD,LCA,VCT,ATG,KNA,MEX,BLZ,GTM,HND,SLV,NIC,CRI,PAN,COL,VEN,GUY,SUR,ECU,PER,BRA,BOL,PRY,CHL,ARG,URY,GBR,IRL,NLD,BEL,LUX,FRA,MCO,LIE,CHE,ESP,AND,PRT,DEU,POL,AUT,HUN,CZE,SVK,ITA,SMR,MLT,ALB,MNE,MKD,HRV,SRB,BIH,SVN,GRC,CYP,BGR,MDA,ROU,RUS,EST,LVA,LTU,UKR,BLR,ARM,GEO,AZE,FIN,SWE,NOR,DNK,ISL,CPV,STP,GNB,GNQ,GMB,MLI,SEN,BEN,MRT,NER,CIV,GIN,BFA,LBR,SLE,GHA,TGO,CMR,NGA,GAB,CAF,TCD,COG,COD,UGA,KEN,TZA,BDI,RWA,SOM,DJI,ETH,ERI,AGO,MOZ,ZMB,ZWE,MWI,ZAF,NAM,LSO,BWA,SWZ,MDG,COM,MUS,SYC,MAR,DZA,TUN,LBY,SDN,SSD,IRN,TUR,IRQ,EGY,SYR,LBN,JOR,ISR,SAU,YEM,KWT,BHR,QAT,ARE,OMN,AFG,TKM,TJK,KGZ,UZB,KAZ,CHN,MNG,TWN,PRK,KOR,JPN,IND,BTN,PAK,BGD,MMR,LKA,MDV,NPL,THA,KHM,LAO,VNM,MYS,SGP,BRN,PHL,IDN,TLS,AUS,PNG,NZL,VUT,SLB,KIR,TUV,FJI,TON,NRU,MHL,PLW,FSM,WSM
GIN,0.305164319,0.460280374,0.583333333,0.803357314,0.663663664,0.626038781,0.774580336,0.823218997,0.637362637,-2,0.728682171,-2,-2,-2,-2,0.772182254,-2,0.648578811,0.652173913,0.613756614,0.544502618,0.607228916,0.734042553,0.648101266,0.695443645,0.851758794,-2,0.737913486,0.821852732,0.642685851,0.575667656,0.562146893,0.773722628,0.702380952,0.577017115,0.36492891,0.53286385,0.447552448,0.405152225,0.417661098,0.382978723,-2,-2,-2,0.614832536,-2,0.434466019,0.364035088,0.735362998,0.557109557,0.727699531,-2,-2,0.438228438,-2,0.785714286,0.866666667,-2,-2,-2,0.887323944,-2,-2,0.662707838,0.825775656,0.731308411,-2,0.840963855,0.731308411,-2,-2,-2,0.731764706,0.744525547,-2,-2,-2,0.628504673,0.575757576,0.561771562,0.51981352,0.6275,1,1,0.889908257,0.912328767,0.787610619,0.896385542,0.836144578,0.77638191,0.886419753,0.835025381,0.741092637,-2,0.78042328,0.730964467,0.871052632,0.788461538,0.834146341,0.86746988,0.859223301,0.748502994,0.702857143,0.841823056,0.902564103,0.772959184,0.845238095,0.814553991,0.89047619,0.887530562,0.817518248,0.884318766,-2,0.817745803,-2,-2,0.921875,0.899038462,-2,0.463276836,0.293023256,-2,0.72,0.805309735,0.735973597,0.835322196,0.971428571,0.87295082,-2,0.82133995,0.915294118,0.835322196,0.870415648,0.911764706,-2,0.801886792,0.735714286,0.895442359,0.868159204,0.8956743,0.816062176,0.802005013,0.454773869,0.802816901,0.886426593,0.86407767,0.82962963,0.823232323,0.856321839,0.846590909,0.852731591,-2,-2,-2,-2,-2,0.858156028,0.740566038,0.333333333,-2,-2,0.56206089,0.853427896,0.828746177,0.842364532,0.842105263,0.806146572,0.862944162,0.76,0.767386091,0.754716981,0.75399361,0.706521739,-2,0.828235294,0.748803828,-2,0.766990291,0.810747664,-2,0.577464789,0.811320755,0.577464789,-2,-2,-2,-2,0.706214689,-2,-2,-2,-2,-2,-2
BFA,0.381294964,0.545238095,0.683760684,0.643391521,0.761329305,0.733524355,0.866995074,0.838461538,0.720338983,-2,0.795275591,-2,-2,-2,-2,0.840686275,-2,0.734748011,0.747989276,0.699228792,0.631578947,0.693627451,0.845108696,0.768656716,0.800970874,0.835443038,-2,0.794666667,0.83902439,0.720873786,0.688953488,0.723837209,0.727722772,0.781021898,0.685503686,0.384057971,0.625899281,0.526190476,0.496420048,0.506142506,0.377128954,-2,-2,-2,0.668304668,-2,0.516129032,0.431924883,0.631578947,0.645238095,0.623501199,-2,-2,0.528571429,-2,0.865168539,0.741444867,-2,-2,-2,0.820143885,-2,-2,0.692493947,0.815533981,0.630071599,-2,0.726829268,0.627684964,-2,-2,-2,0.628915663,0.630541872,-2,-2,-2,0.677804296,0.642857143,0.633333333,0.573809524,0.691919192,0.8,0.857142857,0.905660377,0.814285714,0.884792627,0.804938272,0.862745098,0.845744681,0.814814815,0.901298701,0.854368932,0.78042328,-2,0.790575916,0.866666667,0.864197531,0.841584158,0.829268293,0.842892768,0.823899371,0.837758112,0.855978261,0.815013405,0.879177378,0.830882353,0.838942308,0.815533981,0.812967581,0.871287129,0.838541667,-2,0.848410758,-2,-2,0.887096774,0.82195122,-2,0.514880952,0.372197309,-2,0.833333333,0.853658537,0.827361564,0.857487923,0.939393939,0.871212121,-2,0.801020408,0.802409639,0.836585366,0.808933002,0.82962963,-2,0.782608696,0.746376812,0.801630435,0.824427481,0.829896907,0.838196286,0.804627249,0.50257732,0.763848397,0.819241983,0.840399002,0.838790932,0.809018568,0.838440111,0.812680115,0.801452785,-2,-2,-2,-2,-2,0.770909091,0.631325301,1,-2,-2,0.638095238,0.770531401,0.844984802,0.8075,0.863636364,0.779661017,0.803108808,0.784615385,0.825123153,0.828087167,0.863221884,0.821052632,-2,0.810551559,0.852579853,-2,0.858208955,0.818181818,-2,0.683453237,0.88,0.679425837,-2,-2,-2,-2,0.799442897,-2,-2,-2,-2,-2,-2
LBR,0.443418014,0.576036866,0.743362832,0.619047619,0.80495356,0.793478261,0.796650718,0.787401575,0.801630435,-2,0.803418803,-2,-2,-2,-2,0.792147806,-2,0.753768844,0.755154639,0.723514212,0.712468193,0.760095012,0.798429319,0.7525,0.749408983,0.778869779,-2,0.746192893,0.748826291,0.672169811,0.714714715,0.709944751,0.724465558,0.695550351,0.721822542,0.418224299,0.636574074,0.550458716,0.5,0.537558685,0.380841121,-2,-2,-2,0.66745283,-2,0.519138756,0.476635514,0.578341014,0.646788991,0.577367206,-2,-2,0.529816514,-2,0.817460317,0.649635036,-2,-2,-2,0.780600462,-2,-2,0.666666667,0.803782506,0.574712644,-2,0.699763593,0.577011494,-2,-2,-2,0.577726218,0.58056872,-2,-2,-2,0.658986175,0.642201835,0.642201835,0.607798165,0.729927007,0.5,0.555555556,0.871287129,0.757660167,0.822429907,0.755980861,0.784688995,0.794936709,0.768115942,0.808457711,0.831775701,0.730964467,0.790575916,-2,0.798408488,0.833729216,0.809638554,0.779097387,0.805755396,0.796407186,0.766853933,0.780748663,0.753213368,0.836633663,0.786729858,0.805104408,0.771428571,0.782816229,0.802409639,0.783163265,-2,0.799054374,-2,-2,0.685185185,0.779620853,-2,0.604105572,0.445454545,-2,0.828729282,0.776119403,0.818770227,0.818823529,0.730769231,0.761133603,-2,0.776119403,0.743055556,0.786885246,0.775119617,0.792270531,-2,0.797235023,0.735981308,0.761904762,0.791666667,0.788944724,0.800995025,0.81840796,0.587064677,0.773743017,0.793478261,0.809976247,0.79368932,0.8,0.8,0.78746594,0.762237762,-2,-2,-2,-2,-2,0.701388889,0.58372093,1,-2,-2,0.640552995,0.731308411,0.775449102,0.773493976,0.74796748,0.738317757,0.766584767,0.861538462,0.778571429,0.81030445,0.849230769,0.784210526,-2,0.792540793,0.779620853,-2,0.813397129,0.781105991,-2,0.692840647,0.765957447,0.699074074,-2,-2,-2,-2,0.76584022,-2,-2,-2,-2,-2,-2
SLE,0.343980344,0.514705882,0.681818182,0.709923664,0.731861199,0.701449275,0.865822785,0.876712329,0.713498623,-2,0.781512605,-2,-2,-2,-2,0.854636591,-2,0.728947368,0.756032172,0.7,0.62295082,0.681012658,0.820936639,0.722955145,0.786432161,0.875,-2,0.819892473,0.858560794,0.686716792,0.660660661,0.662790698,0.800505051,0.76119403,0.651399491,0.378109453,0.613300493,0.502439024,0.460784314,0.474874372,0.376558603,-2,-2,-2,0.629722922,-2,0.466836735,0.408450704,0.654411765,0.624390244,0.653562654,-2,-2,0.497560976,-2,0.855491329,0.805343511,-2,-2,-2,0.877149877,-2,-2,0.67,0.841708543,0.655256724,-2,0.798488665,0.655256724,-2,-2,-2,0.656019656,0.668367347,-2,-2,-2,0.687041565,0.636585366,0.624390244,0.565853659,0.709762533,0.5,0.555555556,0.894230769,0.862573099,0.841628959,0.867684478,0.885496183,0.828877005,0.884020619,0.882653061,0.803482587,0.871052632,0.866666667,0.798408488,-2,0.874371859,0.851282051,0.886075949,0.893401015,0.815151515,0.788343558,0.839541547,0.886178862,0.85828877,0.874371859,0.886419753,0.876574307,0.853164557,0.873096447,0.887096774,-2,0.909774436,-2,-2,0.789473684,0.889447236,-2,0.471471471,0.275,-2,0.782874618,0.828828829,0.782312925,0.850374065,0.838709677,0.84,-2,0.841968912,0.851851852,0.85,0.867346939,0.894472362,-2,0.81127451,0.728855721,0.836512262,0.880829016,0.8828125,0.838797814,0.814323607,0.509234828,0.793510324,0.876106195,0.88071066,0.823076923,0.846361186,0.841040462,0.831884058,0.846153846,-2,-2,-2,-2,-2,0.800724638,0.658415842,0.333333333,-2,-2,0.617647059,0.839506173,0.853503185,0.855297158,0.825396825,0.833746898,0.852546917,0.736842105,0.832080201,0.82133995,0.831168831,0.804034582,-2,0.856435644,0.842105263,-2,0.831632653,0.82396088,-2,0.643734644,0.882352941,0.631449631,-2,-2,-2,-2,0.778425656,-2,-2,-2,-2,-2,-2
GHA,0.381578947,0.544857768,0.675,0.638636364,0.782352941,0.755784062,0.873873874,0.866995074,0.76010101,-2,0.779527559,-2,-2,-2,-2,0.872483221,-2,0.755395683,0.766423358,0.738916256,0.691542289,0.729119639,0.862842893,0.794811321,0.81655481,0.856148492,-2,0.820823245,0.819599109,0.744966443,0.69273743,0.713541667,0.757918552,0.775555556,0.71070615,0.390243902,0.643956044,0.520697168,0.481400438,0.507865169,0.353333333,-2,-2,-2,0.668161435,-2,0.519274376,0.440528634,0.590809628,0.653594771,0.584245077,-2,-2,0.520697168,-2,0.860465116,0.705263158,-2,-2,-2,0.837719298,-2,-2,0.694013304,0.847191011,0.587336245,-2,0.741573034,0.585152838,-2,-2,-2,0.585903084,0.594104308,-2,-2,-2,0.682713348,0.65795207,0.636165577,0.583877996,0.723004695,0.875,0.9,0.888888889,0.812169312,0.860869565,0.811791383,0.835214447,0.85952381,0.817551963,0.879716981,0.877777778,0.788461538,0.864197531,0.833729216,0.874371859,-2,0.862700229,0.843891403,0.880090498,0.840909091,0.79403794,0.849246231,0.810218978,0.860911271,0.83632287,0.876379691,0.831838565,0.827272727,0.860730594,0.84596577,-2,0.868303571,-2,-2,0.904761905,0.829977629,-2,0.568245125,0.383966245,-2,0.843915344,0.862359551,0.803738318,0.861607143,0.972222222,0.838951311,-2,0.83847981,0.792951542,0.844097996,0.827272727,0.849315068,-2,0.830769231,0.747787611,0.778606965,0.847575058,0.831353919,0.841849148,0.807511737,0.54009434,0.786279683,0.824,0.83143508,0.816091954,0.82566586,0.825737265,0.82010582,0.8,-2,-2,-2,-2,-2,0.747508306,0.587196468,0.888888889,-2,-2,0.641137856,0.804878049,0.859598854,0.832183908,0.857142857,0.811946903,0.832935561,0.803030303,0.830699774,0.842222222,0.891495601,0.863636364,-2,0.867256637,0.8632287,-2,0.87755102,0.840262582,-2,0.684210526,0.823529412,0.692307692,-2,-2,-2,-2,0.811170213,-2,-2,-2,-2,-2,-2
TGO,0.351893096,0.528888889,0.652892562,0.692840647,0.766961652,0.714285714,0.826484018,0.869458128,0.71722365,-2,0.787401575,-2,-2,-2,-2,0.836363636,-2,0.734939759,0.728855721,0.725925926,0.640506329,0.697247706,0.809160305,0.76076555,0.78280543,0.867298578,-2,0.791154791,0.83972912,0.68018018,0.673239437,0.687165775,0.771167048,0.744920993,0.687214612,0.407657658,0.616071429,0.504424779,0.482222222,0.488636364,0.399548533,-2,-2,-2,0.674259681,-2,0.476958525,0.412556054,0.648888889,0.628318584,0.643652561,-2,-2,0.513274336,-2,0.850515464,0.793594306,-2,-2,-2,0.877505568,-2,-2,0.696832579,0.861678005,0.645232816,-2,0.791479821,0.645232816,-2,-2,-2,0.646532438,0.65437788,-2,-2,-2,0.662222222,0.630530973,0.610619469,0.566371681,0.712264151,0.875,0.9,0.896226415,0.865435356,0.838427948,0.869565217,0.864988558,0.833333333,0.866510539,0.86746988,0.817567568,0.834146341,0.841584158,0.809638554,0.851282051,0.862700229,-2,0.886621315,0.880733945,0.811267606,0.778082192,0.855329949,0.874384236,0.83902439,0.871853547,0.865771812,0.863636364,0.860788863,0.87962963,0.894607843,-2,0.863945578,-2,-2,0.866666667,0.873303167,-2,0.5,0.361344538,-2,0.793565684,0.834757835,0.793209877,0.85520362,0.885714286,0.847908745,-2,0.852380952,0.836689038,0.866817156,0.856812933,0.898383372,-2,0.84529148,0.774774775,0.846347607,0.88179669,0.875598086,0.842751843,0.842105263,0.513189448,0.805929919,0.873994638,0.875288684,0.834498834,0.848410758,0.85483871,0.838624339,0.83972912,-2,-2,-2,-2,-2,0.809364548,0.644295302,0.5,-2,-2,0.617777778,0.831081081,0.846376812,0.858468677,0.818897638,0.833333333,0.846522782,0.808823529,0.818390805,0.810383747,0.828985507,0.81025641,-2,0.86036036,0.804100228,-2,0.82718894,0.833333333,-2,0.634743875,0.846153846,0.642857143,-2,-2,-2,-2,0.754666667,-2,-2,-2,-2,-2,-2
CMR,0.325274725,0.506578947,0.653225806,0.715261959,0.737609329,0.710182768,0.845804989,0.886699507,0.70959596,-2,0.772727273,-2,-2,-2,-2,0.84529148,-2,0.74939759,0.736453202,0.696821516,0.6225,0.680995475,0.783919598,0.735224586,0.776785714,0.911007026,-2,0.8062954,0.868303571,0.688888889,0.670391061,0.643979058,0.806378132,0.732739421,0.665158371,0.390243902,0.5969163,0.480349345,0.440789474,0.452914798,0.383073497,-2,-2,-2,0.660674157,-2,0.476297968,0.402542373,0.673245614,0.611353712,0.665934066,-2,-2,0.475982533,-2,0.843589744,0.828070175,-2,-2,-2,0.894505495,-2,-2,0.681514477,0.866071429,0.669584245,-2,0.801339286,0.667396061,-2,-2,-2,0.666666667,0.679545455,-2,-2,-2,0.669584245,0.633187773,0.602620087,0.550218341,0.678321678,1,1,0.918918919,0.896907216,0.859574468,0.886877828,0.903153153,0.830508475,0.889400922,0.872037915,0.795555556,0.86746988,0.829268293,0.779097387,0.886075949,0.843891403,0.886621315,-2,0.901826484,0.78470255,0.75,0.866498741,0.889156627,0.830548926,0.876126126,0.878318584,0.899103139,0.874141876,0.872727273,0.910411622,-2,0.869369369,-2,-2,0.890625,0.896860987,-2,0.445378151,0.313304721,-2,0.779527559,0.815642458,0.759259259,0.854910714,0.885714286,0.850187266,-2,0.861176471,0.854304636,0.884444444,0.881278539,0.920273349,-2,0.851769912,0.775055679,0.868159204,0.894009217,0.898584906,0.855421687,0.845794393,0.496437055,0.825737265,0.893617021,0.897494305,0.862068966,0.857487923,0.877984085,0.872727273,0.877232143,-2,-2,-2,-2,-2,0.831125828,0.673289183,0.333333333,-2,-2,0.605263158,0.842222222,0.848571429,0.883295195,0.834532374,0.886666667,0.890995261,0.85,0.817567568,0.797777778,0.834782609,0.793532338,-2,0.873333333,0.811111111,-2,0.816326531,0.859649123,-2,0.615384615,0.79245283,0.627753304,-2,-2,-2,-2,0.744680851,-2,-2,-2,-2,-2,-2
NGA,0.323725055,0.513274336,0.666666667,0.71559633,0.74852071,0.729381443,0.841628959,0.906633907,0.718346253,-2,0.768,-2,-2,-2,-2,0.85520362,-2,0.720763723,0.730864198,0.68159204,0.651515152,0.703872437,0.815656566,0.76076555,0.792325056,0.898584906,-2,0.828850856,0.880898876,0.680995475,0.651558074,0.664893617,0.801354402,0.731111111,0.673563218,0.381165919,0.602222222,0.497797357,0.449115044,0.463800905,0.387892377,-2,-2,-2,0.664399093,-2,0.461187215,0.407239819,0.67920354,0.625550661,0.67405765,-2,-2,0.477973568,-2,0.846354167,0.800699301,-2,-2,-2,0.89578714,-2,-2,0.68988764,0.893665158,0.668874172,-2,0.815315315,0.671081678,-2,-2,-2,0.670378619,0.683486239,-2,-2,-2,0.688741722,0.654185022,0.636563877,0.566079295,0.718676123,1,1,0.884615385,0.895442359,0.863829787,0.885583524,0.870159453,0.813559322,0.881395349,0.881235154,0.826966292,0.859223301,0.842892768,0.805755396,0.893401015,0.880090498,0.880733945,0.901826484,-2,0.772079772,0.734246575,0.854591837,0.881481481,0.821256039,0.882352941,0.902004454,0.893424036,0.884792627,0.871559633,0.915632754,-2,0.898419865,-2,-2,0.890909091,0.884875847,-2,0.485875706,0.30212766,-2,0.79245283,0.841359773,0.792569659,0.853603604,0.942857143,0.83908046,-2,0.887290168,0.857777778,0.885135135,0.910550459,0.912240185,-2,0.85077951,0.771812081,0.864661654,0.911214953,0.894988067,0.899509804,0.859484778,0.505966587,0.84097035,0.905660377,0.903448276,0.870069606,0.870731707,0.891891892,0.866666667,0.860674157,-2,-2,-2,-2,-2,0.802675585,0.677060134,0.5,-2,-2,0.60619469,0.85426009,0.861271676,0.886310905,0.874015748,0.865771812,0.886746988,0.820895522,0.828767123,0.812080537,0.846820809,0.81122449,-2,0.895089286,0.819413093,-2,0.837528604,0.867256637,-2,0.645232816,0.808510638,0.643015521,-2,-2,-2,-2,0.763779528,-2,-2,-2,-2,-2,-2
GAB,0.394444444,0.504155125,0.566666667,0.634005764,0.77173913,0.718446602,0.813559322,0.751552795,0.726708075,-2,0.785714286,-2,-2,-2,-2,0.792022792,-2,0.704819277,0.766272189,0.73006135,0.645454545,0.668571429,0.796875,0.724550898,0.765536723,0.766763848,-2,0.756838906,0.738764045,0.719887955,0.676666667,0.701298701,0.708215297,0.735211268,0.66011236,0.376404494,0.61281337,0.50137741,0.484764543,0.512747875,0.40960452,-2,-2,-2,0.585714286,-2,0.468390805,0.427745665,0.578947368,0.58677686,0.573407202,-2,-2,0.526170799,-2,0.801980198,0.693277311,-2,-2,-2,0.767955801,-2,-2,0.632768362,0.779036827,0.571823204,-2,0.715083799,0.574585635,-2,-2,-2,0.575418994,0.585014409,-2,-2,-2,0.625344353,0.600550964,0.606060606,0.553719008,0.680351906,0.428571429,0.428571429,0.8,0.737179487,0.82183908,0.746478873,0.809659091,0.830409357,0.755813953,0.834757835,0.811797753,0.748502994,0.823899371,0.796407186,0.815151515,0.840909091,0.811267606,0.78470255,0.772079772,-2,0.85467128,0.793846154,0.762611276,0.841317365,0.759206799,0.798882682,0.743661972,0.747851003,0.794202899,0.765957447,-2,0.789772727,-2,-2,0.75,0.760445682,-2,0.565359477,0.388059701,-2,0.790378007,0.782758621,0.779411765,0.792717087,0.714285714,0.832535885,-2,0.749271137,0.744444444,0.8101983,0.74566474,0.774647887,-2,0.756232687,0.699438202,0.765243902,0.779069767,0.769005848,0.777439024,0.791044776,0.494047619,0.794952681,0.749174917,0.758017493,0.770114943,0.770149254,0.774410774,0.767213115,0.733146067,-2,-2,-2,-2,-2,0.756972112,0.577777778,1,-2,-2,0.620498615,0.753501401,0.777385159,0.755102041,0.744186047,0.744382022,0.745454545,0.793103448,0.782485876,0.800561798,0.787878788,0.779605263,-2,0.759103641,0.778409091,-2,0.812138728,0.754820937,-2,0.644444444,0.860465116,0.618384401,-2,-2,-2,-2,0.763513514,-2,-2,-2,-2,-2,-2
CAF,0.448548813,0.531578947,0.69,0.6,0.760714286,0.71835443,0.769647696,0.723723724,0.702453988,-2,0.689655172,-2,-2,-2,-2,0.752021563,-2,0.747851003,0.74127907,0.715133531,0.664705882,0.674863388,0.769230769,0.719101124,0.745945946,0.742465753,-2,0.730659026,0.731903485,0.63002681,0.666666667,0.719242902,0.701897019,0.705882353,0.677595628,0.434666667,0.628947368,0.544502618,0.522309711,0.534946237,0.413793103,-2,-2,-2,0.612299465,-2,0.471232877,0.50877193,0.570680628,0.615183246,0.567282322,-2,-2,0.552356021,-2,0.761006289,0.623430962,-2,-2,-2,0.7176781,-2,-2,0.656084656,0.717741935,0.565445026,-2,0.668463612,0.570680628,-2,-2,-2,0.571428571,0.572207084,-2,-2,-2,0.635170604,0.623036649,0.633507853,0.591623037,0.661016949,0.166666667,0.166666667,0.764705882,0.71009772,0.81122449,0.707317073,0.783783784,0.785714286,0.739247312,0.798866856,0.813333333,0.702857143,0.837758112,0.766853933,0.788343558,0.79403794,0.778082192,0.75,0.734246575,0.85467128,-2,0.790273556,0.727793696,0.836734694,0.759459459,0.75066313,0.713513514,0.716981132,0.782369146,0.722713864,-2,0.760752688,-2,-2,0.448275862,0.706989247,-2,0.596610169,0.39408867,-2,0.754966887,0.73630137,0.786259542,0.801075269,0.363636364,0.748837209,-2,0.710674157,0.708994709,0.757333333,0.708894879,0.747222222,-2,0.7176781,0.680851064,0.713017751,0.728813559,0.730434783,0.732758621,0.742857143,0.533707865,0.72327044,0.717261905,0.731506849,0.74796748,0.720797721,0.725165563,0.73015873,0.714285714,-2,-2,-2,-2,-2,0.663967611,0.577836412,1,-2,-2,0.618421053,0.689839572,0.738351254,0.742296919,0.602150538,0.707446809,0.704347826,0.734375,0.759459459,0.776595745,0.8,0.742424242,-2,0.728,0.786096257,-2,0.779291553,0.732283465,-2,0.678100264,0.583333333,0.659630607,-2,-2,-2,-2,0.775,-2,-2,-2,-2,-2,-2
TCD,0.35207824,0.486552567,0.592592593,0.705882353,0.708737864,0.679300292,0.851758794,0.855955679,0.702549575,-2,0.798245614,-2,-2,-2,-2,0.835,-2,0.711590296,0.715846995,0.686111111,0.619047619,0.667506297,0.812849162,0.715039578,0.755667506,0.878552972,-2,0.773224044,0.839108911,0.681704261,0.630434783,0.641176471,0.745547074,0.740648379,0.650510204,0.366336634,0.597051597,0.482926829,0.455882353,0.471177945,0.370646766,-2,-2,-2,0.643391521,-2,0.475949367,0.369668246,0.665036675,0.602439024,0.660933661,-2,-2,0.480487805,-2,0.841954023,0.790441176,-2,-2,-2,0.870415648,-2,-2,0.689826303,0.851758794,0.660146699,-2,0.780856423,0.660146699,-2,-2,-2,0.659313725,0.669154229,-2,-2,-2,0.655256724,0.624390244,0.595121951,0.543902439,0.671018277,0.875,0.888888889,0.895833333,0.87755102,0.879807692,0.854636591,0.840909091,0.819407008,0.838046272,0.887434555,0.786600496,0.841823056,0.855978261,0.780748663,0.839541547,0.849246231,0.855329949,0.866498741,0.854591837,0.793846154,0.790273556,-2,0.865591398,0.840425532,0.8775,0.84729064,0.862155388,0.867346939,0.857506361,0.878627968,-2,0.831658291,-2,-2,0.868852459,0.876574307,-2,0.483282675,0.366666667,-2,0.792284866,0.820189274,0.781569966,0.858208955,0.914285714,0.909871245,-2,0.826666667,0.844827586,0.87032419,0.831632653,0.866666667,-2,0.824691358,0.764851485,0.833795014,0.87664042,0.860158311,0.849726776,0.849206349,0.494708995,0.833795014,0.853731343,0.852791878,0.841025641,0.854497354,0.851190476,0.847507331,0.84079602,-2,-2,-2,-2,-2,0.792114695,0.665024631,1,-2,-2,0.625,0.829207921,0.821316614,0.848717949,0.889830508,0.819306931,0.845549738,0.865671642,0.783375315,0.795566502,0.844370861,0.791428571,-2,0.841975309,0.800498753,-2,0.825757576,0.838235294,-2,0.634146341,0.843137255,0.63546798,-2,-2,-2,-2,0.769461078,-2,-2,-2,-2,-2,-2
COG,0.345238095,0.471563981,0.640350877,0.756157635,0.691358025,0.663888889,0.813267813,0.857526882,0.680555556,-2,0.769230769,-2,-2,-2,-2,0.795620438,-2,0.691709845,0.694516971,0.65171504,0.603174603,0.651105651,0.77540107,0.671755725,0.714285714,0.878109453,-2,0.767810026,0.848557692,0.644067797,0.614492754,0.597733711,0.783783784,0.693236715,0.617647059,0.387559809,0.539379475,0.463356974,0.434679335,0.450363196,0.381642512,-2,-2,-2,0.63902439,-2,0.431372549,0.429223744,0.70783848,0.560283688,0.704761905,-2,-2,0.453900709,-2,0.811634349,0.846441948,-2,-2,-2,0.898104265,-2,-2,0.681055156,0.852657005,0.703791469,-2,0.836982968,0.706161137,-2,-2,-2,0.705463183,0.719211823,-2,-2,-2,0.642180095,0.593380615,0.562647754,0.522458629,0.659949622,1,1,0.910891089,0.929577465,0.826923077,0.912408759,0.849148418,0.801546392,0.922305764,0.861809045,0.755395683,0.902564103,0.815013405,0.753213368,0.886178862,0.810218978,0.874384236,0.889156627,0.881481481,0.762611276,0.727793696,0.865591398,-2,0.81443299,0.881642512,0.844868735,0.911057692,0.877750611,0.837378641,0.919480519,-2,0.848780488,-2,-2,0.94,0.88647343,-2,0.474777448,0.308370044,-2,0.753665689,0.802431611,0.744897959,0.861985472,0.965517241,0.835341365,-2,0.858585859,0.897129187,0.867149758,0.886419753,0.923076923,-2,0.823809524,0.763285024,0.888586957,0.904282116,0.912371134,0.864229765,0.83887468,0.483627204,0.805714286,0.91011236,0.872235872,0.84,0.850899743,0.859195402,0.866096866,0.869565217,-2,-2,-2,-2,-2,0.83745583,0.710526316,0.25,-2,-2,0.574821853,0.862650602,0.823708207,0.880597015,0.806451613,0.836538462,0.88974359,0.813559322,0.780487805,0.76626506,0.80126183,0.760869565,-2,0.848920863,0.773722628,-2,0.790640394,0.841232227,-2,0.578571429,0.75,0.583333333,-2,-2,-2,-2,0.719546742,-2,-2,-2,-2,-2,-2
COD,0.401869159,0.535962877,0.637931034,0.648058252,0.791411043,0.785714286,0.894230769,0.832460733,0.739726027,-2,0.775,-2,-2,-2,-2,0.848130841,-2,0.772378517,0.793281654,0.745454545,0.693506494,0.743405276,0.859416446,0.77638191,0.811004785,0.819306931,-2,0.792207792,0.820330969,0.744630072,0.727810651,0.732044199,0.741545894,0.800947867,0.736714976,0.396713615,0.62529274,0.524361949,0.473193473,0.5,0.359338061,-2,-2,-2,0.672248804,-2,0.519323671,0.429864253,0.594405594,0.633410673,0.586448598,-2,-2,0.503480278,-2,0.859042553,0.706766917,-2,-2,-2,0.803738318,-2,-2,0.684834123,0.830952381,0.590697674,-2,0.721822542,0.588372093,-2,-2,-2,0.591121495,0.598062954,-2,-2,-2,0.660465116,0.633410673,0.62412993,0.568445476,0.705596107,0.625,0.7,0.858585859,0.789915966,0.870192308,0.81294964,0.872901679,0.865979381,0.833740831,0.881313131,0.860189573,0.772959184,0.879177378,0.836633663,0.85828877,0.860911271,0.83902439,0.830548926,0.821256039,0.841317365,0.836734694,0.840425532,0.81443299,-2,0.824228029,0.861826698,0.806682578,0.803874092,0.855421687,0.836787565,-2,0.842857143,-2,-2,0.796875,0.818615752,-2,0.589820359,0.389140271,-2,0.844011142,0.84272997,0.8125,0.865248227,0.857142857,0.842741935,-2,0.826633166,0.791569087,0.845971564,0.812048193,0.836585366,-2,0.814553991,0.762352941,0.806970509,0.82630273,0.829949239,0.82278481,0.8325,0.551378446,0.804532578,0.817174515,0.830097087,0.824817518,0.820971867,0.838356164,0.847411444,0.797169811,-2,-2,-2,-2,-2,0.752650177,0.596244131,1,-2,-2,0.648018648,0.761792453,0.831360947,0.827250608,0.841269841,0.768321513,0.804938272,0.846153846,0.810096154,0.860849057,0.859375,0.8125,-2,0.836829837,0.842857143,-2,0.859903382,0.818181818,-2,0.689252336,0.924528302,0.691588785,-2,-2,-2,-2,0.814917127,-2,-2,-2,-2,-2,-2
