1971,USA,CAN,BHS,CUB,HTI,DOM,JAM,TTO,BRB,DMA,GRD,LCA,VCT,ATG,KNA,MEX,BLZ,GTM,HND,SLV,NIC,CRI,PAN,COL,VEN,GUY,SUR,ECU,PER,BRA,BOL,PRY,CHL,ARG,URY,GBR,IRL,NLD,BEL,LUX,FRA,MCO,LIE,CHE,ESP,AND,PRT,DEU,POL,AUT,HUN,CZE,SVK,ITA,SMR,MLT,ALB,MNE,MKD,HRV,SRB,BIH,SVN,GRC,CYP,BGR,MDA,ROU,RUS,EST,LVA,LTU,UKR,BLR,ARM,GEO,AZE,FIN,SWE,NOR,DNK,ISL,CPV,STP,GNB,GNQ,GMB,MLI,SEN,BEN,MRT,NER,CIV,GIN,BFA,LBR,SLE,GHA,TGO,CMR,NGA,GAB,CAF,TCD,COG,COD,UGA,KEN,TZA,BDI,RWA,SOM,DJI,ETH,ERI,AGO,MOZ,ZMB,ZWE,MWI,ZAF,NAM,LSO,BWA,SWZ,MDG,COM,MUS,SYC,MAR,DZA,TUN,LBY,SDN,SSD,IRN,TUR,IRQ,EGY,SYR,LBN,JOR,ISR,SAU,YEM,KWT,BHR,QAT,ARE,OMN,AFG,TKM,TJK,KGZ,UZB,KAZ,CHN,MNG,TWN,PRK,KOR,JPN,IND,BTN,PAK,BGD,MMR,LKA,MDV,NPL,THA,KHM,LAO,VNM,MYS,SGP,BRN,PHL,IDN,TLS,AUS,PNG,NZL,VUT,SLB,KIR,TUV,FJI,TON,NRU,MHL,PLW,FSM,WSM
GRD,0.325757576,0.621212121,0.779069767,0.576923077,0.825688073,0.834710744,0.795454545,0.78125,0.830645161,-2,-2,-2,-2,-2,-2,0.787878788,-2,0.798245614,0.773584906,0.780487805,0.626168224,0.742424242,0.821138211,0.790697674,0.8203125,0.767241379,-2,0.775862069,0.787878788,0.7109375,0.767241379,0.675925926,0.734375,0.698412698,0.733333333,0.450381679,0.636363636,0.553030303,0.492424242,0.492424242,0.34351145,-2,-2,-2,0.661538462,-2,0.742424242,0.462121212,0.606060606,0.681818182,0.610687023,-2,-2,0.5,-2,0.823529412,0.65,-2,-2,-2,0.78030303,-2,-2,0.744186047,0.813953488,0.606060606,-2,0.6953125,0.606060606,-2,-2,-2,0.606060606,0.612403101,-2,-2,-2,0.734848485,0.704545455,0.681818182,0.628787879,0.720930233,0.714285714,0.666666667,0.794392523,0.810810811,0.739583333,0.768,0.784615385,0.710526316,0.724409449,0.8,0.792307692,0.728682171,0.795275591,0.803418803,0.781512605,0.779527559,0.787401575,0.772727273,0.768,0.785714286,0.689655172,0.798245614,0.769230769,0.775,0.734848485,0.765151515,0.770992366,0.675,0.79389313,0.790322581,-2,0.793650794,-2,-2,0.816666667,0.753968254,-2,0.596330275,0,-2,0.8,0.774193548,0.842592593,0.769230769,0.794117647,0.765151515,-2,0.745901639,0.740458015,0.7890625,0.825,0.787878788,-2,0.790697674,0.807692308,0.74015748,0.798387097,0.807692308,0.791666667,0.825396825,0.43442623,0.796116505,0.76344086,0.786259542,0.803030303,0.801526718,0.776923077,0.8359375,0.792307692,-2,-2,-2,-2,-2,0.680412371,0.603053435,-2,-2,-2,0.643939394,0.7,0.688,0.751937984,0.755905512,0.776923077,0.778625954,0.857142857,0.811023622,0.810606061,0.755555556,0.824427481,-2,0.833333333,0.807692308,-2,0.810606061,0.778625954,-2,0.734848485,0.865384615,0.757575758,-2,-2,-2,-2,0.822033898,-2,-2,-2,-2,-2,-2
LCA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
VCT,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
ATG,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
KNA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
MEX,0.380434783,0.557483731,0.698412698,0.630630631,0.75659824,0.771208226,0.880898876,0.87960688,0.72979798,-2,0.787878788,-2,-2,-2,-2,-2,-2,0.7695962,0.796568627,0.761670762,0.676399027,0.724832215,0.861386139,0.797169811,0.862222222,0.844186047,-2,0.826923077,0.859030837,0.756097561,0.725490196,0.721052632,0.774774775,0.795154185,0.725623583,0.413186813,0.662309368,0.537796976,0.494577007,0.514476615,0.384615385,-2,-2,-2,0.676274945,-2,0.525842697,0.459915612,0.577922078,0.688984881,0.57173913,-2,-2,0.535637149,-2,0.861460957,0.686619718,-2,-2,-2,0.808695652,-2,-2,0.710816777,0.859688196,0.571428571,-2,0.726057906,0.571428571,-2,-2,-2,0.572052402,0.579775281,-2,-2,-2,0.718004338,0.678185745,0.656587473,0.593952484,0.745995423,0.75,0.8,0.821428571,0.812664908,0.837004405,0.808558559,0.824324324,0.803357314,0.798627002,0.856132075,0.837004405,0.772182254,0.840686275,0.792147806,0.854636591,0.872483221,0.836363636,0.84529148,0.85520362,0.792022792,0.752021563,0.835,0.795620438,0.848130841,0.827740492,0.870614035,0.8098434,0.817767654,0.859410431,0.829683698,-2,0.848552339,-2,-2,0.846153846,0.808035714,-2,0.552777778,0.37826087,-2,0.830729167,0.860335196,0.818731118,0.831858407,0.833333333,0.821969697,-2,0.827830189,0.770742358,0.856512141,0.826576577,0.836363636,-2,0.840262582,0.773626374,0.7680798,0.84562212,0.811320755,0.843601896,0.822014052,0.538641686,0.800531915,0.80878553,0.817155756,0.824601367,0.822541966,0.82642487,0.823529412,0.799116998,-2,-2,-2,-2,-2,0.720930233,0.57860262,0.875,-2,-2,0.670281996,0.784615385,0.857541899,0.819413093,0.842857143,0.81978022,0.835648148,0.852941176,0.836689038,0.846491228,0.870317003,0.830049261,-2,0.837362637,0.853006682,-2,0.852017937,0.835140998,-2,0.708695652,0.849056604,0.68627451,-2,-2,-2,-2,0.819371728,-2,-2,-2,-2,-2,-2
BLZ,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
GTM,0.455607477,0.617715618,0.770642202,0.541262136,0.829652997,0.848238482,0.756626506,0.740837696,0.782608696,-2,0.798245614,-2,-2,-2,-2,0.7695962,-2,-2,0.849350649,0.84375,0.746701847,0.840963855,0.806878307,0.815189873,0.80760095,0.689054726,-2,0.780927835,0.736966825,0.732696897,0.805389222,0.815642458,0.760095012,0.724705882,0.823671498,0.45990566,0.662763466,0.607888631,0.58041958,0.605263158,0.428909953,-2,-2,-2,0.696897375,-2,0.508274232,0.519230769,0.504651163,0.682134571,0.502336449,-2,-2,0.593967517,-2,0.726519337,0.55513308,-2,-2,-2,0.710280374,-2,-2,0.695961995,0.741007194,0.502325581,-2,0.601895735,0.5,-2,-2,-2,0.5,0.503631961,-2,-2,-2,0.641025641,0.642691415,0.651972158,0.645011601,0.721105528,0.25,0.222222222,0.643564356,0.689458689,0.742990654,0.690072639,0.731234867,0.70437018,0.696821516,0.751256281,0.783529412,0.648578811,0.734748011,0.753768844,0.728947368,0.755395683,0.734939759,0.74939759,0.720763723,0.704819277,0.747851003,0.711590296,0.691709845,0.772378517,0.690647482,0.734741784,0.689903846,0.689156627,0.742092457,0.690104167,-2,0.744630072,-2,-2,0.577777778,0.700239808,-2,0.63963964,0.429184549,-2,0.790229885,0.703592814,0.762376238,0.754137116,0.576923077,0.701612903,-2,0.722222222,0.662763466,0.745283019,0.720481928,0.718826406,-2,0.776223776,0.756501182,0.664,0.719602978,0.699745547,0.73126615,0.7525,0.628787879,0.693181818,0.672316384,0.685230024,0.701711491,0.716494845,0.713872832,0.737891738,0.694312796,-2,-2,-2,-2,-2,0.583333333,0.505854801,1,-2,-2,0.662004662,0.674528302,0.714714715,0.703431373,0.641025641,0.704491726,0.68877551,0.71641791,0.734939759,0.756501182,0.820121951,0.765667575,-2,0.733490566,0.739856802,-2,0.785377358,0.734265734,-2,0.728971963,0.772727273,0.737704918,-2,-2,-2,-2,0.764705882,-2,-2,-2,-2,-2,-2
HND,0.465227818,0.618138425,0.752475248,0.545905707,0.822629969,0.829608939,0.757352941,0.729946524,0.776243094,-2,0.773584906,-2,-2,-2,-2,0.796568627,-2,0.849350649,-2,0.820375335,0.754521964,0.804938272,0.819148936,0.81443299,0.81372549,0.722921914,-2,0.800518135,0.758536585,0.75794621,0.798798799,0.793871866,0.754299754,0.749391727,0.813106796,0.475845411,0.677884615,0.602380952,0.583732057,0.593137255,0.432038835,-2,-2,-2,0.685503686,-2,0.502475248,0.567164179,0.480861244,0.707142857,0.474820144,-2,-2,0.616666667,-2,0.755617978,0.581395349,-2,-2,-2,0.700239808,-2,-2,0.716707022,0.73902439,0.470167064,-2,0.598039216,0.474940334,-2,-2,-2,0.472289157,0.480099502,-2,-2,-2,0.663484487,0.657142857,0.661904762,0.647619048,0.739795918,0.375,0.333333333,0.640449438,0.691876751,0.764150943,0.678217822,0.736453202,0.721518987,0.701754386,0.76142132,0.800970874,0.652173913,0.747989276,0.755154639,0.756032172,0.766423358,0.728855721,0.736453202,0.730864198,0.766272189,0.74127907,0.715846995,0.694516971,0.793281654,0.708333333,0.75,0.691176471,0.690243902,0.76426799,0.712793734,-2,0.75794621,-2,-2,0.615384615,0.69193154,-2,0.648809524,0.425339367,-2,0.790087464,0.729483283,0.788395904,0.751824818,0.592592593,0.690987124,-2,0.72519084,0.661057692,0.739659367,0.725247525,0.715,-2,0.762589928,0.734299517,0.662125341,0.721518987,0.686684073,0.718832891,0.744845361,0.624365482,0.702549575,0.673184358,0.68159204,0.682619647,0.700787402,0.6884273,0.736231884,0.679518072,-2,-2,-2,-2,-2,0.610294118,0.479518072,1,-2,-2,0.684210526,0.65942029,0.711538462,0.690954774,0.625,0.696385542,0.697127937,0.754385965,0.76097561,0.794188862,0.822580645,0.774373259,-2,0.736714976,0.776155718,-2,0.807407407,0.723150358,-2,0.726618705,0.791666667,0.723557692,-2,-2,-2,-2,0.786127168,-2,-2,-2,-2,-2,-2
SLV,0.456730769,0.625298329,0.810344828,0.4875,0.804154303,0.805555556,0.755555556,0.703324808,0.771349862,-2,0.780487805,-2,-2,-2,-2,0.761670762,-2,0.84375,0.820375335,-2,0.72899729,0.785365854,0.809264305,0.802564103,0.790243902,0.681818182,-2,0.762666667,0.7,0.75,0.774928775,0.771186441,0.718518519,0.718446602,0.794117647,0.457627119,0.674698795,0.606205251,0.582733813,0.604368932,0.409756098,-2,-2,-2,0.660098522,-2,0.5,0.556074766,0.462829736,0.680190931,0.459134615,-2,-2,0.613365155,-2,0.713888889,0.520912548,-2,-2,-2,0.678657074,-2,-2,0.639902676,0.711165049,0.456937799,-2,0.604878049,0.459330144,-2,-2,-2,0.461352657,0.463840399,-2,-2,-2,0.645933014,0.651551313,0.651551313,0.632458234,0.732824427,0.375,0.333333333,0.648148148,0.66,0.708737864,0.643564356,0.700980392,0.671957672,0.663291139,0.712468193,0.743341404,0.613756614,0.699228792,0.723514212,0.7,0.738916256,0.725925926,0.696821516,0.68159204,0.73006135,0.715133531,0.686111111,0.65171504,0.745454545,0.67804878,0.721822542,0.653658537,0.660098522,0.729528536,0.673629243,-2,0.701711491,-2,-2,0.586206897,0.657701711,-2,0.64469914,0.391111111,-2,0.745098039,0.693693694,0.783333333,0.699029126,0.566666667,0.685823755,-2,0.703608247,0.628019324,0.707317073,0.6875,0.68226601,-2,0.721822542,0.704600484,0.642473118,0.691139241,0.674300254,0.685863874,0.706940874,0.565217391,0.676470588,0.648571429,0.65920398,0.664987406,0.675531915,0.673076923,0.690340909,0.649758454,-2,-2,-2,-2,-2,0.567857143,0.463768116,1,-2,-2,0.656324582,0.636803874,0.695783133,0.6675,0.623076923,0.654501217,0.663265306,0.735294118,0.735802469,0.725060827,0.794561934,0.759358289,-2,0.707434053,0.705882353,-2,0.755610973,0.70263789,-2,0.711538462,0.76,0.726618705,-2,-2,-2,-2,0.741666667,-2,-2,-2,-2,-2,-2
NIC,0.555825243,0.606796117,0.621359223,0.424242424,0.771159875,0.830028329,0.668341709,0.652892562,0.769662921,-2,0.626168224,-2,-2,-2,-2,0.676399027,-2,0.746701847,0.754521964,0.72899729,-2,0.857855362,0.757493188,0.753926702,0.698019802,0.628498728,-2,0.687664042,0.625615764,0.646766169,0.792168675,0.764705882,0.650872818,0.627160494,0.813895782,0.485221675,0.653658537,0.61352657,0.57038835,0.58560794,0.437346437,-2,-2,-2,0.630922693,-2,0.483627204,0.615384615,0.390776699,0.637681159,0.379562044,-2,-2,0.589371981,-2,0.648876404,0.439215686,-2,-2,-2,0.615571776,-2,-2,0.629901961,0.65920398,0.387409201,-2,0.541147132,0.384987893,-2,-2,-2,0.386308068,0.38790932,-2,-2,-2,0.617433414,0.628019324,0.642512077,0.630434783,0.697969543,0.125,0.111111111,0.489130435,0.593220339,0.624390244,0.59697733,0.629072682,0.652173913,0.618320611,0.668393782,0.71007371,0.544502618,0.631578947,0.712468193,0.62295082,0.691542289,0.640506329,0.6225,0.651515152,0.645454545,0.664705882,0.619047619,0.603174603,0.693506494,0.611940299,0.664215686,0.598503741,0.603491272,0.644836272,0.617414248,-2,0.656716418,-2,-2,0.48,0.620347395,-2,0.678678679,0.471428571,-2,0.709677419,0.614906832,0.711864407,0.661728395,0.62962963,0.616071429,-2,0.658163265,0.572127139,0.658415842,0.635443038,0.633587786,-2,0.681265207,0.62745098,0.568627451,0.625641026,0.612732095,0.653439153,0.655263158,0.716883117,0.60982659,0.601671309,0.605063291,0.601023018,0.624664879,0.607038123,0.62716763,0.597530864,-2,-2,-2,-2,-2,0.496240602,0.389705882,1,-2,-2,0.623786408,0.57985258,0.631746032,0.623737374,0.504273504,0.598522167,0.628865979,0.672727273,0.664197531,0.665847666,0.74267101,0.680555556,-2,0.657635468,0.649253731,-2,0.72979798,0.653753027,-2,0.647201946,0.651162791,0.683698297,-2,-2,-2,-2,0.68914956,-2,-2,-2,-2,-2,-2
CRI,0.493421053,0.60745614,0.73015873,0.487471526,0.843023256,0.848329049,0.712669683,0.70617284,0.820253165,-2,0.742424242,-2,-2,-2,-2,0.724832215,-2,0.840963855,0.804938272,0.785365854,0.857855362,-2,0.791563275,0.806603774,0.768539326,0.660465116,-2,0.73902439,0.691964286,0.706278027,0.818181818,0.794805195,0.702272727,0.674832962,0.846681922,0.46,0.656387665,0.591703057,0.557017544,0.567928731,0.396436526,-2,-2,-2,0.680898876,-2,0.496598639,0.547826087,0.447368421,0.672489083,0.441758242,-2,-2,0.569868996,-2,0.705882353,0.512280702,-2,-2,-2,0.672527473,-2,-2,0.648106904,0.708520179,0.442013129,-2,0.574324324,0.439824945,-2,-2,-2,0.439293598,0.440909091,-2,-2,-2,0.628008753,0.644104803,0.655021834,0.633187773,0.745882353,0.125,0.2,0.598214286,0.640419948,0.682608696,0.650793651,0.684807256,0.688405797,0.657407407,0.71563981,0.753333333,0.607228916,0.693627451,0.760095012,0.681012658,0.729119639,0.697247706,0.680995475,0.703872437,0.668571429,0.674863388,0.667506297,0.651105651,0.743405276,0.65990991,0.716814159,0.652370203,0.652173913,0.69476082,0.665024631,-2,0.719101124,-2,-2,0.569230769,0.665914221,-2,0.662049861,0.43231441,-2,0.759358289,0.670422535,0.746130031,0.71714922,0.638888889,0.682656827,-2,0.704761905,0.629139073,0.696428571,0.696347032,0.67881549,-2,0.730684327,0.677060134,0.623441397,0.686774942,0.657957245,0.707317073,0.708235294,0.669014085,0.664879357,0.643044619,0.657534247,0.653579677,0.670673077,0.656914894,0.680738786,0.651785714,-2,-2,-2,-2,-2,0.558139535,0.442477876,1,-2,-2,0.631578947,0.636363636,0.710227273,0.669724771,0.578571429,0.648888889,0.669811321,0.71641791,0.714932127,0.729490022,0.795977011,0.718987342,-2,0.716186253,0.702702703,-2,0.781818182,0.708333333,-2,0.707692308,0.754716981,0.735682819,-2,-2,-2,-2,0.768617021,-2,-2,-2,-2,-2,-2
PAN,0.436893204,0.579710145,0.763636364,0.5975,0.810126582,0.844632768,0.868486352,0.830645161,0.792717087,-2,0.821138211,-2,-2,-2,-2,0.861386139,-2,0.806878307,0.819148936,0.809264305,0.757493188,0.791563275,-2,0.835475578,0.84691358,0.786632391,-2,0.824933687,0.800982801,0.758024691,0.777108434,0.815864023,0.7680798,0.815724816,0.798004988,0.425427873,0.669099757,0.578313253,0.527845036,0.553349876,0.374384236,-2,-2,-2,0.694789082,-2,0.516372796,0.48019802,0.550724638,0.681927711,0.54368932,-2,-2,0.561445783,-2,0.861971831,0.650980392,-2,-2,-2,0.798543689,-2,-2,0.705882353,0.833746898,0.543478261,-2,0.692307692,0.543478261,-2,-2,-2,0.543902439,0.55163728,-2,-2,-2,0.697336562,0.665060241,0.665060241,0.619277108,0.742268041,0.75,0.777777778,0.764150943,0.766763848,0.81042654,0.756892231,0.808457711,0.788359788,0.778625954,0.848563969,0.837438424,0.734042553,0.845108696,0.798429319,0.820936639,0.862842893,0.809160305,0.783919598,0.815656566,0.796875,0.769230769,0.812849162,0.77540107,0.859416446,0.795061728,0.838630807,0.760493827,0.773869347,0.845,0.788617886,-2,0.830845771,-2,-2,0.803278689,0.788029925,-2,0.617283951,0.41509434,-2,0.842424242,0.816199377,0.858552632,0.819753086,0.818181818,0.824701195,-2,0.811023622,0.748780488,0.812345679,0.8025,0.804511278,-2,0.805825243,0.770171149,0.743093923,0.804568528,0.78125,0.824324324,0.816272966,0.587179487,0.786350148,0.768115942,0.784810127,0.792838875,0.808108108,0.798816568,0.800578035,0.760391198,-2,-2,-2,-2,-2,0.706959707,0.548780488,1,-2,-2,0.680387409,0.757352941,0.819047619,0.785714286,0.78030303,0.764127764,0.793103448,0.789473684,0.82382134,0.843137255,0.892063492,0.840220386,-2,0.828850856,0.843283582,-2,0.882793017,0.823244552,-2,0.72815534,0.811320755,0.723970944,-2,-2,-2,-2,0.853448276,-2,-2,-2,-2,-2,-2
COL,0.43187067,0.612903226,0.764227642,0.546539379,0.8125,0.815217391,0.787589499,0.787179487,0.767567568,-2,0.790697674,-2,-2,-2,-2,0.797169811,-2,0.815189873,0.81443299,0.802564103,0.753926702,0.806603774,0.835475578,-2,0.850117096,0.717761557,-2,0.805128205,0.74941452,0.74941452,0.820512821,0.816666667,0.745238095,0.770491803,0.830143541,0.447552448,0.683602771,0.584862385,0.567816092,0.586288416,0.405152225,-2,-2,-2,0.690307329,-2,0.5,0.554545455,0.504608295,0.701834862,0.5,-2,-2,0.598623853,-2,0.762803235,0.564575646,-2,-2,-2,0.720554273,-2,-2,0.700934579,0.758215962,0.494252874,-2,0.624413146,0.496551724,-2,-2,-2,0.497685185,0.503579952,-2,-2,-2,0.67281106,0.667431193,0.665137615,0.646788991,0.738916256,0.5,0.444444444,0.690909091,0.683060109,0.744588745,0.69047619,0.722748815,0.724050633,0.692857143,0.766169154,0.819672131,0.648101266,0.768656716,0.7525,0.722955145,0.794811321,0.76076555,0.735224586,0.76076555,0.724550898,0.719101124,0.715039578,0.671755725,0.77638191,0.696470588,0.76744186,0.712941176,0.697115385,0.750593824,0.712468193,-2,0.764150943,-2,-2,0.75,0.712264151,-2,0.630498534,0.385321101,-2,0.797752809,0.743440233,0.815625,0.73943662,0.75,0.72519084,-2,0.736453202,0.665893271,0.741784038,0.730310263,0.720379147,-2,0.779582367,0.752336449,0.678851175,0.731051345,0.703241895,0.728900256,0.751231527,0.59057072,0.717877095,0.683473389,0.726618705,0.709443099,0.715012723,0.725761773,0.741046832,0.690866511,-2,-2,-2,-2,-2,0.618881119,0.498839907,1,-2,-2,0.714942529,0.685314685,0.773413897,0.725961538,0.671532847,0.710955711,0.726817043,0.758064516,0.794326241,0.785046729,0.838905775,0.807792208,-2,0.75990676,0.758865248,-2,0.822966507,0.755760369,-2,0.74595843,0.849056604,0.755196305,-2,-2,-2,-2,0.793296089,-2,-2,-2,-2,-2,-2
VEN,0.39869281,0.576086957,0.764227642,0.564334086,0.800578035,0.819587629,0.84009009,0.828431373,0.767088608,-2,0.8203125,-2,-2,-2,-2,0.862222222,-2,0.80760095,0.81372549,0.790243902,0.698019802,0.768539326,0.84691358,0.850117096,-2,0.766899767,-2,0.834532374,0.831858407,0.785871965,0.8033241,0.802110818,0.779279279,0.806593407,0.79006772,0.427312775,0.676855895,0.556277056,0.52173913,0.544642857,0.381898455,-2,-2,-2,0.681514477,-2,0.493243243,0.49137931,0.543478261,0.703463203,0.538126362,-2,-2,0.554112554,-2,0.808673469,0.616438356,-2,-2,-2,0.738562092,-2,-2,0.681415929,0.776053215,0.535791757,-2,0.658536585,0.540130152,-2,-2,-2,0.542669584,0.545045045,-2,-2,-2,0.67826087,0.655844156,0.655844156,0.606060606,0.741860465,0.625,0.6,0.733944954,0.727034121,0.780590717,0.726862302,0.771300448,0.774580336,0.72706422,0.796690307,0.832229581,0.695443645,0.800970874,0.749408983,0.786432161,0.81655481,0.78280543,0.776785714,0.792325056,0.765536723,0.745945946,0.755667506,0.714285714,0.811004785,0.742152466,0.795604396,0.732739421,0.732876712,0.79138322,0.752403846,-2,0.801781737,-2,-2,0.758064516,0.740576497,-2,0.588888889,0.383333333,-2,0.803713528,0.774373259,0.807926829,0.776053215,0.771428571,0.75,-2,0.756440281,0.70678337,0.765486726,0.760180995,0.755656109,-2,0.778508772,0.739514349,0.70471464,0.771362587,0.741784038,0.770531401,0.760465116,0.557647059,0.740740741,0.721485411,0.751131222,0.764302059,0.761445783,0.764550265,0.763020833,0.725663717,-2,-2,-2,-2,-2,0.641447368,0.542669584,0.888888889,-2,-2,0.684782609,0.709251101,0.771428571,0.735294118,0.727941176,0.748898678,0.73286052,0.8,0.802690583,0.803964758,0.844632768,0.803030303,-2,0.77753304,0.818791946,-2,0.842342342,0.782608696,-2,0.71459695,0.9,0.711790393,-2,-2,-2,-2,0.809895833,-2,-2,-2,-2,-2,-2
